MAL_ID,Name,Score,Genres,sypnopsis
164,Eleanor & Park,8.22,"Fantasía, Aventura, Imaginación",Obra de Rainbow Rowell incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
165,A Feast for Crows,8.2,"Ficción, Narrativa contemporánea",Libro real firmado por George R.R. Martin. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
166,Matched,7.36,"Ciencia ficción, Distopía, Especulación",Obra real de Ally Condie. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
167,American Gods,8.22,"Memoria, Biografía, Testimonio","Libro real de Neil Gaiman, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
168,The Stand,8.68,"Clásico, Ensayo, Cultura general","Título real de Stephen King, Bernie Wrightson. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
169,The Last Song,8.28,"Ficción, Narrativa contemporánea",Obra de Nicholas Sparks incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
170,Digital Fortress,7.2,"Narrativa, Literatura popular",Libro real firmado por Dan Brown. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
171,Emma,7.98,"Crimen, Misterio, Suspense","Obra real de Jane Austen, Fiona Stafford. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
172,ÐÐ½Ð½Ð° ÐšÐ°Ñ€ÐµÐ½Ð¸Ð½Ð°,8.04,"Terror, Suspense, Drama","Libro real de Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
173,A Clockwork Orange,7.96,"Misterio, Intriga, Investigación","Título real de Anthony Burgess. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
174,The Shack: Where Tragedy Confronts Eternity,7.48,"Fantasía, Aventura, Imaginación",Obra de William Paul Young incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
175,The Last Olympian,9.0,"Ficción, Narrativa contemporánea",Libro real firmado por Rick Riordan. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
176,It,8.36,"Ciencia ficción, Distopía, Especulación",Obra real de Stephen King. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
177,kono,8.36,"Memoria, Biografía, Testimonio","Libro real de Fyodor Dostoyevsky, David McDuff, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
178,The Bell Jar,7.96,"Clásico, Ensayo, Cultura general","Título real de Sylvia Plath. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
179,Angela's Ashes: A Memoir,8.14,"Narrativa, Literatura popular",Obra de Frank McCourt incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
180,Siddhartha,7.98,"Memoria, Biografía, Testimonio","Libro real firmado por Hermann Hesse, Hilda Rosner. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
181,In Cold Blood,8.1,"Terror, Suspense, Drama",Obra real de Truman Capote. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
182,Beautiful Creatures,7.52,"Narrativa, Literatura popular","Libro real de Kami Garcia, Margaret Stohl, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
183,Clockwork Angel,8.66,"Misterio, Intriga, Investigación","Título real de Cassandra Clare. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
184,Matilda,8.58,"Ficción, Narrativa contemporánea","Obra de Roald Dahl, Quentin Blake incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
185,The Night Circus,8.06,"Narrativa, Literatura popular",Libro real firmado por Erin Morgenstern. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
186,The Other Boleyn Girl,8.08,"Narrativa, Ficción de género",Obra real de Philippa Gregory. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
187,Uglies,7.72,"Ficción, Narrativa contemporánea","Libro real de Scott Westerfeld, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
188,A Dance with Dragons,8.62,"Narrativa, Literatura popular","Título real de George R.R. Martin. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
189,The Lord of the Rings,8.94,"Crimen, Misterio, Suspense",Obra de J.R.R. Tolkien incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
190,Wild: From Lost to Found on the Pacific Crest Trail,7.92,"Terror, Suspense, Drama",Libro real firmado por Cheryl Strayed. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
191,Watchmen,8.7,"Misterio, Intriga, Investigación","Obra real de Alan Moore, Dave Gibbons, John Higgins. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
192,The Name of the Wind,9.1,"Fantasía, Aventura, Imaginación","Libro real de Patrick Rothfuss, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
193,Outliers: The Story of Success,8.22,"Ficción, Narrativa contemporánea","Título real de Malcolm Gladwell. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
194,"Moby Dick; or, The Whale",6.92,"Ciencia ficción, Distopía, Especulación","Obra de Herman Melville, Andrew Delbanco, Tom Quirk incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
195,The Guernsey Literary and Potato Peel Pie Society,8.24,"Memoria, Biografía, Testimonio","Libro real firmado por Mary Ann Shaffer, Annie Barrows. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
196,Fight Club,8.4,"Clásico, Ensayo, Cultura general",Obra real de Chuck Palahniuk. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
197,Dead Until Dark,7.92,"Ficción, Narrativa contemporánea","Libro real de Charlaine Harris, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
198,The Color Purple,8.34,"Narrativa, Literatura popular","Título real de Alice Walker. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
199,Marley & Me: Life and Love with the World's Worst Dog,8.24,"Crimen, Misterio, Suspense",Obra de John Grogan incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
200,Ten Little Niggers,8.46,"Terror, Suspense, Drama",Libro real firmado por Agatha Christie. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
201,The Lost Symbol,7.32,"Misterio, Intriga, Investigación",Obra real de Dan Brown. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
202,"Hush, Hush",8.0,"Fantasía, Aventura, Imaginación","Libro real de Becca Fitzpatrick, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
203,Beautiful Disaster,8.3,"Ficción, Narrativa contemporánea","Título real de Jamie McGuire. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
204,A Christmas Carol,8.04,"Ciencia ficción, Distopía, Especulación",Obra de Charles Dickens incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
205,Interview with the Vampire,7.94,"Memoria, Biografía, Testimonio",Libro real firmado por Anne Rice. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
206,The Selection,8.3,"Clásico, Ensayo, Cultura general",Obra real de Kiera Cass. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
207,One for the Money,8.06,"Narrativa, Literatura popular","Libro real de Janet Evanovich, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
208,The Immortal Life of Henrietta Lacks,8.08,"Memoria, Biografía, Testimonio","Título real de Rebecca Skloot. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
209,The Silence of the Lambs,8.28,"Terror, Suspense, Drama",Obra de Thomas Harris incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
210,Gytre,8.28,"Narrativa, Literatura popular",Libro real firmado por Richelle Mead. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
211,Blink: The Power of Thinking Without Thinking,7.78,"Misterio, Intriga, Investigación",Obra real de Malcolm Gladwell. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
212,Atonement,7.76,"Ficción, Narrativa contemporánea","Libro real de Ian McEwan, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
213,Die Verwandlung,7.56,"Narrativa, Literatura popular","Título real de Franz Kafka, Stanley Corngold. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
214,The Titan's Curse,8.66,"Narrativa, Ficción de género",Obra de Rick Riordan incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
215,Konuy,8.62,"Ficción, Narrativa contemporánea",Libro real firmado por Ernest Cline. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
216,The Art of Racing in the Rain,8.38,"Narrativa, Literatura popular",Obra real de Garth Stein. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
217,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",7.96,"Crimen, Misterio, Suspense","Libro real de Erik Larson, Tony Goldwyn, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
218,Bared to You,8.38,"Terror, Suspense, Drama","Título real de Sylvia Day. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
219,The Chronicles of Narnia,8.48,"Misterio, Intriga, Investigación","Obra de C.S. Lewis, Pauline Baynes incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
220,Twilight: The Complete Illustrated Movie Companion,8.46,"Fantasía, Aventura, Imaginación",Libro real firmado por Mark Cotta Vaz. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
221,"A Child Called ""It"": One Child's Courage to Survive",8.16,"Ficción, Narrativa contemporánea",Obra real de Dave Pelzer. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
